timestamp;unixtimestamp;ag_95;ag_76;ag_66;ag_64;ag_107;ag_88;ag_70;ag_92;ag_24;ag_86;ag_75;ag_67;ag_89;ag_108;ag_114;ag_56;ag_60;ag_50;ag_46;ag_22;ag_109;ag_73;ag_06;ag_83;ag_113;ag_33;ag_07;ag_14;ag_97;ag_103;ag_94;ag_111;ag_59;ag_16;ag_29;ag_104;ag_00;ag_23;ag_51;ag_99
2023-01-01 02:30:00+00:00;1672540200.000000;1.118999;0.689268;0.997158;0.682133;0.630121;0.799383;0.618726;0.886374;0.759845;0.626154;0.974368;0.622749;0.710741;0.892324;0.889948;0.693577;0.768758;0.834208;0.818519;0.610598;0.744012;1.012634;0.868554;0.731050;0.891700;0.763768;0.769925;0.716913;0.792756;0.736981;0.631609;0.838969;0.701571;0.688329;0.790828;0.665713;0.693321;0.699777;0.631863;0.691776
2023-01-01 02:45:00+00:00;1672541100.000000;1.021964;0.651894;0.932218;0.669619;0.620349;0.909783;0.609905;1.155566;0.624960;0.684497;0.906160;0.614041;0.635856;0.771777;0.916493;0.689583;0.747274;0.861303;0.927850;0.601607;0.738494;1.094204;0.808614;0.616686;0.864311;0.626208;0.889625;0.694440;0.913366;0.827903;0.677307;0.750986;0.718928;0.756330;0.701109;0.615115;0.738653;0.653231;0.754919;0.701585
2023-01-01 03:00:00+00:00;1672542000.000000;0.944205;0.626279;1.075668;0.649559;0.739716;0.789856;0.656065;1.039621;0.755862;0.682963;0.799377;0.733933;0.722253;0.823725;0.763974;0.625034;0.763655;0.889639;1.060919;0.624180;0.704350;1.139042;0.835684;0.677120;0.747041;0.627020;0.957933;0.624069;0.769660;0.773433;0.760839;0.663168;0.655826;0.634873;0.793703;0.730553;0.812011;0.651843;0.699790;0.653790
2023-01-01 03:15:00+00:00;1672542900.000000;0.982656;0.662449;0.979239;0.750175;0.691326;0.883876;0.704539;1.015217;0.724219;0.755421;0.788751;0.705344;0.648968;1.071829;0.813187;0.697319;0.973144;0.734855;0.871659;0.714143;0.635304;1.006597;0.913597;0.651133;0.849666;0.615964;0.846231;0.613308;0.833563;0.837568;0.632306;0.653411;0.706894;0.624046;0.754432;0.612633;0.635659;0.698087;0.688600;0.711642
2023-01-01 03:30:00+00:00;1672543800.000000;1.118714;0.718709;0.966021;0.651026;0.665733;0.863005;0.625469;0.927547;0.707639;0.618675;1.030689;0.629786;0.695164;0.829404;0.837879;0.655001;0.848561;0.832642;0.839878;0.617989;0.777387;0.981567;0.873758;0.737620;0.875956;0.796830;0.777734;0.675390;0.861593;0.770445;0.638730;0.733834;0.660611;0.634849;0.662330;0.703773;0.648228;0.758246;0.762075;0.667711
2023-01-01 03:45:00+00:00;1672544700.000000;0.979929;0.664235;0.893017;0.708709;0.621218;0.881462;0.610076;1.010240;0.641819;0.679751;0.976839;0.614460;0.621359;0.772330;0.971325;0.666209;0.748152;0.874549;0.869413;0.602777;0.776285;1.080069;0.859179;0.624539;0.840691;0.635175;0.938733;0.724074;0.894638;0.809159;0.630998;0.775349;0.725725;0.788638;0.686258;0.607942;0.643479;0.661422;0.837935;0.745341
2023-01-01 04:00:00+00:00;1672545600.000000;1.073357;0.626636;1.054555;0.648888;0.666297;0.804695;0.625218;1.115503;0.695688;0.626000;0.773390;0.664832;0.733189;0.787612;0.780112;0.712400;0.763405;0.903875;0.986358;0.617973;0.651973;1.188197;0.771413;0.632013;0.820609;0.625789;0.823660;0.654739;0.769262;0.891826;0.781551;0.663917;0.703160;0.664604;0.734850;0.721431;0.800948;0.650005;0.815220;0.653170
2023-01-01 04:15:00+00:00;1672546500.000000;0.915664;0.618441;1.070958;0.731142;0.719933;0.863255;0.672969;1.070759;0.744587;0.817983;0.759543;0.769537;0.662879;1.076350;0.779527;0.649771;0.843482;0.771355;1.005529;0.666006;0.628417;0.974444;0.836960;0.692231;0.793821;0.608782;0.919939;0.676768;0.806729;0.822549;0.705363;0.646797;0.674853;0.617561;0.726943;0.621051;0.654125;0.661122;0.757439;0.659812
2023-01-01 04:30:00+00:00;1672547400.000000;1.181332;0.779109;0.933858;0.639343;0.682330;0.848219;0.659898;1.088396;0.669753;0.597825;0.902934;0.609736;0.661829;0.845457;0.921309;0.604656;0.943114;0.735622;0.798381;0.646267;0.720009;0.989730;0.927331;0.663799;0.919777;0.723363;0.758456;0.625699;0.911624;0.754625;0.672611;0.676351;0.640873;0.614253;0.656620;0.677333;0.626186;0.736938;0.906281;0.747141
2023-01-01 04:45:00+00:00;1672548300.000000;1.040449;0.598089;0.996539;0.696674;0.608568;1.247631;0.597624;1.030545;0.695730;0.667062;1.023483;0.602096;0.608153;0.759817;1.006298;0.611508;0.750226;0.897279;0.931283;0.590244;0.748553;1.006964;0.875609;0.665993;0.768415;0.671738;0.923866;0.614672;0.796260;0.719541;0.664888;0.775057;0.719079;0.707209;0.721611;0.604929;0.618457;0.677838;0.784496;0.681339
2023-01-01 05:00:00+00:00;1672549200.000000;1.123777;0.611039;0.937655;0.674222;0.629174;0.897874;0.610525;1.230670;0.762477;0.603091;0.823949;0.614895;0.683592;0.772903;0.926314;0.746957;0.757330;0.887537;0.858481;0.603104;0.677571;1.199187;0.756776;0.617140;0.834080;0.612632;0.873614;0.707224;0.780299;0.839122;0.747649;0.672921;0.703787;0.711911;0.674592;0.693221;0.735152;0.635105;0.827434;0.638235
2023-01-01 05:15:00+00:00;1672550100.000000;0.948072;0.616572;1.001202;0.700541;0.732128;0.835434;0.616053;1.215789;0.707519;0.769951;0.764206;0.802038;0.700435;0.937039;0.845607;0.654462;0.847399;0.816432;1.080853;0.622645;0.636352;1.011815;0.764037;0.681520;0.869349;0.616451;0.861977;0.686040;0.802200;0.765177;0.710404;0.654684;0.648439;0.624790;0.707555;0.639527;0.728570;0.640619;0.746595;0.676946
2023-01-01 05:30:00+00:00;1672551000.000000;1.149563;0.752611;0.998428;0.617573;0.680683;0.849286;0.697115;1.112469;0.760110;0.648528;0.804676;0.616816;0.657623;0.975791;0.971352;0.592923;0.887025;0.714143;0.783783;0.687207;0.708035;1.057226;0.946932;0.623134;0.876814;0.687342;0.776564;0.602784;0.926792;0.797538;0.606775;0.632407;0.663822;0.602521;0.658162;0.616906;0.614640;0.715088;0.867931;0.770771
2023-01-01 05:45:00+00:00;1672551900.000000;1.023395;0.642176;1.018797;0.661995;0.619496;0.805548;0.625387;0.998662;0.761081;0.664363;1.042022;0.666777;0.619574;0.783981;0.939305;0.607704;0.786907;0.831831;0.926759;0.601183;0.727034;0.993998;0.992455;0.726594;0.750086;0.705303;0.883319;0.607132;0.825684;0.727491;0.621602;0.744468;0.717055;0.641445;0.728247;0.684705;0.629352;0.805160;0.921252;0.636205
2023-01-01 06:00:00+00:00;1672552800.000000;0.958467;0.600177;0.892797;0.675333;0.610185;0.905656;0.599392;1.172059;0.745164;0.621976;0.900650;0.657749;0.717357;0.761874;0.968897;0.734835;0.737491;0.927554;0.838779;0.592067;0.696905;1.270214;0.817588;0.609355;0.840512;0.599854;0.890000;0.697821;0.852977;0.781226;0.722647;0.736797;0.656487;0.770485;0.671078;0.750083;0.688008;0.678072;0.728634;0.627014
2023-01-01 06:15:00+00:00;1672553700.000000;1.003364;0.622223;0.965517;0.746872;0.698561;0.804064;0.621463;1.245958;0.690243;0.757636;0.770957;0.777917;0.637081;0.830220;0.863105;0.681212;0.849375;0.851276;0.995759;0.614049;0.641092;0.918892;0.822191;0.650054;0.863709;0.621903;0.805154;0.715870;0.840610;0.791325;0.709754;0.660040;0.671519;0.630062;0.699798;0.705352;0.757964;0.700064;0.754617;0.694752
2023-01-01 06:30:00+00:00;1672554600.000000;1.132698;0.693025;1.090074;0.613301;0.685203;0.871661;0.619228;1.126652;0.721377;0.651043;0.828462;0.745594;0.677866;1.017412;0.952083;0.588692;0.829704;0.709801;0.891351;0.684440;0.685975;0.981095;0.888172;0.653857;0.848944;0.668294;0.829472;0.587675;0.979707;0.785347;0.602409;0.627980;0.719017;0.597919;0.630827;0.673128;0.617856;0.668082;0.812960;0.725775
2023-01-01 06:45:00+00:00;1672555500.000000;0.920459;0.646447;0.978743;0.580810;0.603820;0.764581;0.646022;0.996823;0.740687;0.576084;1.115824;0.603492;0.651753;0.797607;0.929077;0.557914;0.808269;0.726506;0.870927;0.559572;0.648655;1.037664;1.001392;0.653054;0.765563;0.666920;0.929597;0.555008;0.766912;0.716293;0.627161;0.618384;1.794050;0.565208;0.703774;0.723873;0.577439;0.804979;0.901696;0.614035
2023-01-01 07:00:00+00:00;1672556400.000000;0.868318;0.578126;0.890883;0.678294;0.587952;0.815517;0.577461;1.101840;0.745643;0.722387;0.836190;0.581310;0.613355;0.746227;1.003446;0.636410;0.716112;0.917254;0.824767;0.569766;0.700477;1.154616;0.866425;0.654651;0.876457;0.577984;0.829167;0.615932;0.859034;0.707783;0.635048;0.789916;1.756870;0.736557;0.641603;0.697076;0.618938;0.681527;0.710857;0.604682
2023-01-01 07:15:00+00:00;1672557300.000000;1.102103;0.580033;0.924061;0.737563;0.614475;1.994993;0.579192;1.024882;0.647876;0.577113;0.728097;0.597402;0.644171;0.708299;0.908476;0.710424;0.772691;0.925619;0.900879;0.571642;0.620669;0.868788;0.801497;0.640046;0.891656;0.579856;0.786182;0.733220;0.818727;0.773165;0.674931;0.618861;1.062966;0.669024;0.665221;0.582662;0.660081;0.657712;0.737936;0.631519
2023-01-01 07:30:00+00:00;1672558200.000000;1.349996;0.623987;1.005363;0.608465;0.622519;2.374188;0.510407;0.913695;0.613259;0.597350;0.961001;0.689042;0.645213;1.203803;0.778715;0.501922;1.101612;0.754692;0.951414;0.620836;0.608546;0.752843;1.249648;0.644412;0.732916;0.600035;1.004953;0.501044;0.858794;0.642705;0.516957;0.541469;0.598972;0.565722;0.568149;0.500632;0.512224;0.581282;0.756263;0.636182
2023-01-01 07:45:00+00:00;1672559100.000000;1.095985;0.610879;0.880622;0.616976;0.659072;0.806493;0.684789;0.920089;1.066213;0.544811;0.998843;0.558543;0.701947;0.753079;0.816406;0.539058;0.777787;0.764773;0.857417;0.548812;0.567404;1.084673;1.976553;0.672725;0.835357;0.653405;0.954169;0.895289;0.845175;0.660606;0.639331;0.574027;0.683924;0.682835;0.696181;0.582640;0.467292;0.631912;0.781733;0.680846
2023-01-01 08:00:00+00:00;1672560000.000000;0.818749;0.503330;0.686230;0.654980;0.576859;1.148915;0.556358;0.821982;0.847068;0.679196;0.851031;2.107542;0.591430;0.570942;0.844147;0.555983;0.766563;0.847243;1.527808;0.502417;0.664359;0.873926;2.182750;0.596967;0.811029;0.588888;0.755596;0.500389;0.745449;0.559803;0.627754;0.711645;0.578702;0.635650;0.569015;0.599034;0.409782;0.673452;0.675686;0.585584
2023-01-01 08:15:00+00:00;1672560900.000000;0.954772;0.539616;0.677038;1.025244;0.526315;0.883115;0.528076;1.261692;0.675808;0.466227;0.712926;0.652416;0.548342;0.491991;0.787161;0.696056;0.767210;0.876674;2.045006;0.552323;0.662176;2.144473;1.692392;0.544433;0.824133;0.559124;0.898059;0.623572;0.733795;1.054066;0.486614;0.619134;0.484758;0.587170;0.587533;0.514649;0.370047;0.537025;0.609935;0.630647
2023-01-01 08:30:00+00:00;1672561800.000000;1.315368;0.509962;0.739040;0.505014;0.647659;0.813395;0.533422;0.708885;0.932124;0.543800;0.908845;0.622383;0.529625;0.591459;0.777043;0.550340;0.684969;0.703400;0.936293;0.960113;0.635149;1.019669;1.518725;0.622628;0.779991;0.842960;2.229681;0.518954;0.943058;1.644421;0.522848;0.562434;0.519821;0.532376;0.507404;0.473691;0.339434;0.557582;0.821305;0.727495
2023-01-01 08:45:00+00:00;1672562700.000000;1.040098;0.567733;0.771009;0.844124;0.581347;0.781388;0.572591;0.722734;0.610416;0.572355;1.290854;0.572262;0.588290;0.559788;0.741636;0.501040;0.804472;0.621038;0.853880;1.564983;0.950979;0.692645;1.070389;0.599992;0.832683;0.836715;2.313423;0.508017;0.847644;1.314367;0.586221;0.538709;0.613554;0.590989;0.532354;0.475869;0.256476;0.533705;1.054058;0.542047
2023-01-01 09:00:00+00:00;1672563600.000000;0.793852;0.519647;0.474688;0.594790;0.570943;1.017879;0.555945;0.598279;0.657543;0.649006;1.832308;0.512799;0.509366;0.396045;1.297272;0.535318;1.925000;0.822434;0.757912;1.808650;0.605167;0.712431;0.921228;0.515350;0.851895;0.596062;0.789177;0.876606;0.700346;1.315014;0.644478;0.591222;0.817701;0.566313;0.676272;0.673160;0.181155;0.698276;0.744115;0.536295
2023-01-01 09:15:00+00:00;1672564500.000000;0.978393;0.635942;0.482963;0.614717;0.608415;0.873136;0.558387;0.706804;0.619317;0.548484;2.135535;0.654971;0.527190;0.384438;1.069516;0.670705;1.025371;0.989266;2.412896;0.560816;0.633906;0.571271;0.805129;0.672507;0.861081;0.559132;0.760937;0.610114;0.759757;1.441176;0.577351;0.775930;0.626888;0.628914;0.759996;0.556292;0.180887;0.633190;0.693196;0.623162
2023-01-01 09:30:00+00:00;1672565400.000000;1.409008;0.617915;0.683375;0.568572;0.721565;0.772566;0.609103;0.643286;0.597796;0.540890;1.071761;0.616941;0.853842;0.344325;0.853235;0.678643;1.373443;0.978975;1.421360;1.299258;0.604219;0.344041;1.686328;0.643809;0.818595;0.583856;0.823843;0.656549;0.916278;1.048438;0.606137;0.725583;0.573582;0.598361;0.619520;0.580884;0.107725;0.616914;0.831796;0.718549
2023-01-01 09:45:00+00:00;;1672566300.0000091.792533;0.577616;0.644211;0.483006;0.560221;0.957687;0.526460;0.379206;0.549055;0.552300;0.895810;0.594817;0.762847;1.135437;1.019639;0.485248;1.052555;0.867113;0.845565;1.462250;0.561199;0.408823;1.787749;0.627277;0.757491;0.651315;2.034079;0.455743;0.951430;0.057225;0.581760;1.692108;0.707497;0.570944;0.522038;0.575133;-0.003289;0.519817;0.689403;0.566310
2023-01-01 10:00:00+00:00;0;1672567200.000011.876754;0.437221;0.056249;0.497794;0.547611;0.715127;0.503651;0.178652;0.515036;0.423846;0.732909;0.439555;0.605894;1.106125;0.834858;0.429121;4.614112;2.105473;0.735037;2.201466;0.448708;0.379430;0.826750;0.454592;0.756204;0.424264;2.048558;0.375608;1.028720;-0.002306;0.539712;0.780607;0.407388;0.568305;0.538889;0.494038;-0.255365;0.531752;0.604516;0.430900
2023-01-01 10:15:00+00:00;897;1672568100.0022.282797;0.461950;0.400592;0.454119;0.504537;2.608947;0.377998;-0.138992;0.510148;0.481343;0.721426;0.492957;0.478597;0.796234;0.823931;0.854669;3.972629;2.272558;0.860273;2.706389;0.545746;-0.144823;0.740006;0.453093;0.768996;0.378960;0.876874;0.396695;1.575569;-0.459051;0.474730;0.733680;0.446830;0.525845;0.465208;0.383471;-0.708977;0.542626;0.563720;0.480000
2023-01-01 10:30:00+00:00;37;1672569000.00092.117228;0.464120;0.213174;0.387914;0.559268;1.749724;0.389363;0.436396;0.403438;0.365788;1.197645;0.411215;0.488024;0.063539;0.942361;1.923299;3.488034;2.143008;1.048716;1.955404;0.996140;-0.594917;1.204164;0.460750;0.667789;0.425761;0.556842;0.431742;1.709971;-0.196665;0.736205;0.483567;0.492876;0.538809;0.465803;1.350357;-1.041778;0.440867;0.647131;0.425000
2023-01-01 10:45:00+00:00;7152;1672569900.011.917742;0.418377;-0.723477;0.380173;0.392181;1.653894;0.378280;-1.024256;0.417143;0.411963;1.139999;0.475062;0.456513;-0.088049;1.022992;0.929086;2.894206;2.287908;0.841011;0.436655;1.819696;-0.965796;3.612677;0.769599;0.615965;0.524251;0.643754;0.433328;1.700509;0.415364;1.076498;2.831118;0.511338;0.572838;0.414300;1.367345;-1.513646;0.427403;0.570641;0.500000
2023-01-01 11:00:00+00:00;62112;1672570800.51.147405;0.604847;-1.181141;0.642216;0.627025;1.037704;0.638792;-0.333077;0.639504;0.591906;1.194407;0.611178;0.780761;-0.776426;1.892902;0.604446;3.771314;1.554185;0.784585;0.527718;1.935084;-0.952967;1.775278;1.355671;0.915256;0.729801;0.949641;0.514770;0.972262;-0.192421;1.213984;3.471145;0.558242;0.732778;0.607915;0.758664;-1.755931;0.582217;0.708085;0.000000
2023-01-01 11:15:00+00:00;797;1672571700.0051.873526;0.265755;-0.264655;0.333291;0.250740;0.755854;1.178691;-0.291952;1.478920;0.373538;1.720292;1.051371;0.703650;-1.050119;1.416860;0.358374;4.226641;1.078518;0.610518;0.423568;0.718673;0.017555;0.728840;0.970568;1.913117;0.898189;0.387515;0.218491;1.559200;2.058326;0.838986;2.956712;0.253453;0.317958;0.352858;0.239632;-1.732714;0.467675;0.539191;0.890000
2023-01-01 11:30:00+00:00;;1672572600.0000030.742111;0.300794;0.736280;0.242134;0.316074;0.773713;0.689759;0.320490;2.795690;0.368494;1.877340;0.210372;1.800973;0.187369;0.500908;2.761236;1.406098;0.941505;0.561382;1.290670;0.709403;0.621567;0.429046;0.835022;1.488987;1.142993;0.356803;0.279666;1.319993;1.257504;0.447219;0.650513;0.314295;0.212903;0.315745;0.195683;-1.303619;0.222995;1.338052;1.465060
2023-01-01 11:45:00+00:00;2;1672573500.000041.378293;0.159292;0.488671;0.172658;0.161210;1.165284;0.783671;0.259238;1.243300;1.297743;1.684195;0.158782;1.202057;0.198564;0.494349;2.514086;1.079290;2.038936;0.650236;0.906188;4.132891;-0.369228;0.364913;1.135699;0.921898;0.652470;0.394303;0.232318;1.235697;2.070069;0.289836;0.405271;0.348704;0.227978;0.191070;0.313842;-0.994188;0.172832;1.174810;0.232200
2023-01-01 12:00:00+00:00;95;1672574400.00040.908312;0.358803;0.450952;0.357594;0.484325;1.456254;0.985847;0.510312;0.729033;1.067400;1.580734;0.411848;1.547666;-0.012155;0.729549;1.578484;0.672195;1.423146;0.759573;0.557016;4.040375;-0.027730;0.695189;0.675053;0.477269;0.656137;0.612614;0.262302;1.600617;0.253544;1.302164;0.470654;0.431542;0.309025;0.345088;0.378797;-0.425782;0.293223;1.408428;0.731000
2023-01-01 12:15:00+00:00;8491;1672575300.011.198551;1.348718;-0.235201;0.472888;0.527315;1.048322;1.080769;0.524317;0.576074;0.981265;1.885483;0.436066;1.034143;-0.305676;0.953659;1.694554;0.763532;0.883060;0.687176;1.712465;3.107866;-0.424006;0.716457;0.567761;0.741221;0.403632;0.700612;0.366084;1.148366;-0.328607;1.448796;0.527945;0.760976;0.877233;0.517867;0.420010;-0.746638;0.533740;1.521355;0.800000
2023-01-01 12:30:00+00:00;4883;1672576200.031.854719;0.521091;-0.858809;0.409129;0.549932;1.947502;0.694653;1.543137;1.433103;0.898244;3.363865;0.333160;0.924271;-0.833831;0.613507;0.483095;0.650753;0.636242;0.783160;0.945577;0.622826;-0.572384;2.891891;0.670673;0.690981;0.426670;0.614823;1.062185;0.896557;-0.828427;1.147537;0.533978;1.755500;1.589547;0.423403;0.361119;-0.378144;0.408783;0.640285;1.100000
2023-01-01 12:45:00+00:00;8244;1672577100.013.008996;0.595247;-0.973556;0.589080;0.739421;2.864426;0.800252;0.365761;1.668990;0.768944;1.358671;0.568372;1.005445;-1.219828;0.859008;0.750928;0.815324;0.873126;0.964072;0.693138;0.627567;-0.768376;2.089667;0.864991;0.890846;0.563278;0.904753;1.270081;0.960408;-1.032922;0.747076;0.924956;1.042807;0.944501;0.618125;0.657706;-0.302100;0.586732;0.747341;1.300000
2023-01-01 13:00:00+00:00;0265;1672578000.002.037552;0.734498;-1.288011;0.727133;0.735621;1.813687;0.870063;0.533451;0.974533;0.692217;0.946224;0.736744;1.162778;-1.453017;0.968708;0.798218;1.011577;0.908053;1.188604;0.731184;1.403979;-0.873197;2.168799;0.970790;1.075110;0.722967;1.093007;1.632219;1.062545;-1.131935;0.856510;1.773479;0.863233;0.823350;0.712195;0.737455;-1.613196;0.700130;0.829642;2.000000
2023-01-01 13:15:00+00:00;1331;1672578900.021.880121;0.639245;-0.848157;0.696184;0.658853;0.981835;0.715398;0.765445;0.787238;0.689476;0.813895;0.728157;1.131781;-1.007306;0.860320;0.741799;0.981777;0.868979;0.958737;1.846519;1.339915;-0.664782;1.652991;0.829910;0.992359;0.618518;1.069071;1.549977;0.972956;-0.610425;0.800696;1.812462;1.392273;0.776377;0.676447;0.581789;-1.276878;0.692801;0.810988;1.800000
2023-01-01 13:30:00+00:00;334;1672579800.0001.726982;0.675038;-0.501527;0.600368;0.619371;0.894797;0.625102;0.256780;0.814303;0.675606;0.804275;0.500372;0.915463;-0.799333;1.044017;0.587143;0.952739;0.705889;0.980888;1.517417;0.979679;-0.060479;0.955390;0.834565;1.165088;0.615086;0.770413;1.246667;0.754521;0.513228;0.668783;1.652338;1.967938;1.916046;0.595053;0.535812;-1.113948;0.687177;0.767350;1.110000
2023-01-01 13:45:00+00:00;1;1672580700.000031.051011;0.579248;-0.279140;0.402152;0.398432;1.903140;0.499463;1.323738;2.482305;0.369136;0.623147;0.382618;0.821222;-0.688346;1.626236;0.473897;0.909511;0.750811;0.999654;0.453609;0.849634;0.170496;0.683375;0.640503;0.719233;0.389326;0.649731;0.501990;0.696957;1.167696;0.513682;0.734426;1.400686;1.461656;0.660907;0.420308;0.738955;0.488694;0.515262;0.705300
2023-01-01 14:00:00+00:00;1672581600.000000;0.642343;0.294295;0.280904;0.189335;0.158039;1.505069;0.379958;0.300886;0.592680;0.141263;0.502183;0.159325;0.601388;0.136521;1.594431;0.361238;1.254102;1.853038;0.743203;0.203465;0.605665;0.499775;0.538987;0.463681;0.449522;0.172205;0.493849;0.334485;0.397159;1.305762;0.356928;0.229217;0.324253;0.333277;0.395576;1.084580;0.328958;0.209772;0.361170;1.323884
2023-01-01 14:15:00+00:00;;1672582500.0000000.626683;0.497582;0.568111;0.232168;0.322666;0.584904;0.244177;0.387324;0.267743;0.175425;0.553069;0.284239;0.469092;0.344962;1.517212;0.244580;0.708419;0.726317;0.663663;0.247412;0.466474;0.451357;0.462525;0.368316;1.360655;0.195036;1.003572;0.212005;1.188669;0.064767;0.330753;0.163767;1.621066;0.336233;0.373011;0.871297;-0.016368;0.189584;0.304554;3.179540
2023-01-01 14:30:00+00:00;;1672583400.0000060.817979;1.445581;1.662968;0.253555;0.145092;0.706052;0.277994;0.476287;0.302944;0.626931;0.631076;0.173668;0.186408;0.377821;0.674296;0.217320;0.625609;0.490615;0.519185;0.141539;0.372595;0.540483;0.494814;0.374962;1.640052;0.205768;1.165851;0.213247;1.058742;0.090576;0.412421;0.166089;0.614205;1.085798;0.424143;0.661954;-0.021449;0.512963;0.873343;3.164680
2023-01-01 14:45:00+00:00;1672584300.000000;0.812725;0.695604;1.931288;0.169209;0.142350;0.665193;0.551397;0.466486;0.396082;1.102211;0.645627;0.135950;0.320978;0.317337;0.553643;0.153317;1.224859;0.742127;1.335763;0.781715;0.470334;2.141022;0.511935;0.349899;0.486063;0.238824;0.406504;0.301958;2.624477;0.079308;0.349304;0.287052;0.312789;1.034900;0.392085;0.297274;0.544435;1.577082;1.565701;1.681996
